target_lang|closest_lang_0|asp_dist_0|closest_lang_1|asp_dist_1|closest_lang_2|asp_dist_2|closest_lang_3|asp_dist_3|closest_lang_4|asp_dist_4
ket|bnp|0.44383824866083443|mbj|0.44337538013682376|dah|0.4338417127007691|bmu|0.4338417127007691|ksr|0.4338417127007691
keu|soy|0.7844819369049643|bus|0.7805564133817492|bba|0.7494492897554039|mkl|0.7468166888933647|bqp|0.7248206957096911
kev|tam|0.6697296761432547|mjl|0.590409937859957|kfx|0.590409937859957|gbk|0.590409937859957|bhd|0.590409937859957
kew|ipi|1.0|boj|1.0|gam|1.0|kyc|1.0|imo|1.0
key|rug|0.6223572935391231|lbb|0.6223572935391231|rai|0.6223572935391231|suz|0.6127937655751154|bnp|0.6020774333518305
kez|atg|0.6869080388553592|lin|0.6741108996135164|nnq|0.6519034125799537|ikk|0.6437655526623892|nin|0.6437655526623892
kfa|mjl|0.5352957657103501|kfx|0.5352957657103501|gbk|0.5352957657103501|bhd|0.5352957657103501|dgo|0.5352957657103501
kfb|fil|0.5835656031719862|tam|0.5559317756050395|poy|0.5151633479821038|mjl|0.5067599844786569|kfx|0.5067599844786569
kfc|fil|0.5691393903913937|bgc|0.5343248227852058|mjl|0.4953982511582057|kfx|0.4953982511582057|gbk|0.4953982511582057
kfd|mjl|0.6142777338450198|kfx|0.6142777338450198|gbk|0.6142777338450198|bhd|0.6142777338450198|dgo|0.6142777338450198
kfe|mjl|0.5927379688732057|kfx|0.5927379688732057|gbk|0.5927379688732057|bhd|0.5927379688732057|dgo|0.5927379688732057
kff|fil|0.6191555247611937|mjl|0.5621796636463294|kfx|0.5621796636463294|gbk|0.5621796636463294|bhd|0.5621796636463294
kfg|mjl|0.6417835889344139|kfx|0.6417835889344139|gbk|0.6417835889344139|bhd|0.6417835889344139|dgo|0.6417835889344139
kfh|tam|0.6697296761432547|mjl|0.590409937859957|kfx|0.590409937859957|gbk|0.590409937859957|bhd|0.590409937859957
kfk|tam|0.5404403654112973|tel|0.5326055851831197|kan|0.5326055851831197|mjl|0.4878891947380738|kfx|0.4878891947380738
kfl|zlm|0.6556588507045868|lin|0.6232519886957439|lat|0.6182144470968274|mqj|0.6045232325138642|nnq|0.6045232325138642
kfm|glk|1.0|sdh|0.7266744666323557|djk|0.5159221332366604|srn|0.5159221332366604|srm|0.5159221332366604
kfn|ikk|0.6149689043348654|nin|0.6149689043348654|lat|0.5763905632367793|kyf|0.5737196102475473|djk|0.5595410782109994
kfo|mkl|0.8233981632386023|soy|0.7190555994883134|bus|0.7161184179322202|bqp|0.7135258378760333|gng|0.7012439153586221
kfp|mkn|0.6320040461319367|rug|0.6081734479693928|lbb|0.6081734479693928|rai|0.6081734479693928|mqj|0.5911385805365199
kfq|hns|0.6315264557651705|asm|0.5654790096062554|noa|0.5212364096070797|mal|0.51930333773929|ory|0.5127495838974361
kfr|hns|0.6138296171962286|snd|0.590569758282192|pan|0.549481380605132|mjl|0.5346903384679523|kfx|0.5346903384679523
kft|mjl|0.5761013119394631|kfx|0.5761013119394631|gbk|0.5761013119394631|bhd|0.5761013119394631|dgo|0.5761013119394631
kfu|mjl|0.6769911657916943|kfx|0.6769911657916943|gbk|0.6769911657916943|bhd|0.6769911657916943|dgo|0.6769911657916943
kfv|rug|0.6223572935391231|lbb|0.6223572935391231|rai|0.6223572935391231|suz|0.6127937655751154|bnp|0.6020774333518305
kfw|hlt|1.0|cek|1.0|zyp|0.7315789722715857|heb|0.614230793560452|lao|0.6077300514356396
kfy|mjl|0.5419356403291612|kfx|0.5419356403291612|gbk|0.5419356403291612|bhd|0.5419356403291612|dgo|0.5419356403291612
kfz|spp|0.663190141616268|poy|0.6232365921715564|seh|0.6232365921715564|nya|0.6232365921715564|knf|0.6232365921715564
kga|bqp|0.6409829640286239|gng|0.6315264557651705|kea|0.6315264557651705|bqc|0.624932834545677|bba|0.6244038211411201
kgb|amk|1.0|rug|0.7214424531492722|lbb|0.7214424531492722|rai|0.7214424531492722|urt|0.7128674137425872
kge|agn|1.0|sgb|0.7764385834168973|bpr|0.7699465438373843|tbl|0.7699465438373843|bps|0.7699465438373843
kgf|dah|1.0|bmu|1.0|ksr|1.0|nca|1.0|mpp|1.0
kgg|mkn|0.5069778730750653|wmw|0.4845376338810282|ncl|0.46947142468414493|zsm|0.46682560802020456|zlm|0.4649338882918107
kgj|yka|0.5837225674716047|hns|0.566228068212959|rug|0.5550480881392419|lbb|0.5550480881392419|rai|0.5550480881392419
kgk|urb|0.7579245633526464|yad|0.6708835172149774|kyz|0.6555253429569554|pir|0.6497521920537794|sri|0.6250598518732002
kgl|pjt|0.6450215618741106|klv|0.5906812685667784|tgp|0.5906812685667784|lww|0.5906812685667784|upv|0.5906812685667784
kgn|zpu|0.6562022262628812|ztq|0.6562022262628812|zaa|0.6562022262628812|zpo|0.6562022262628812|zpz|0.6562022262628812
kgo|dop|0.45430293485266593|wol|0.44221619407206814|spy|0.42555350787622526|knf|0.42555350787622526|xon|0.4089633818814603
kgp|gym|0.7070490546479773|sab|0.7070490546479773|tfr|0.7070490546479773|cuk|0.7070490546479773|cab|0.677470562931982
kgq|bpr|0.6647674803392539|tbl|0.6647674803392539|bps|0.6647674803392539|rug|0.6403864397382493|lbb|0.6403864397382493
kgr|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kgs|pjt|0.4440925315933826|bem|0.4242068818016218|qxh|0.41668219286998154|xng|0.41668219286998154|qub|0.41668219286998154
kgt|kdl|0.6236123966922096|poy|0.6153403927854197|zga|0.6018829464499866|seh|0.5865275817713198|nya|0.5865275817713198
kgu|ipi|1.0|boj|1.0|gam|1.0|kyc|1.0|imo|1.0
kgv|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kgw|byr|0.7070490546479773|geb|0.6826574975798749|msy|0.6826574975798749|ata|0.6826574975798749|gai|0.6826574975798749
kgx|blz|1.0|rug|0.6091971184191154|lbb|0.6091971184191154|rai|0.6091971184191154|mqj|0.5938770699620313
kgy|knf|0.44857995855118604|suz|0.4462143215062948|sus|0.42587575668284317|afr|0.42335690613706345|zga|0.42320858756639246
kha|knf|0.6071758656259802|sus|0.5704465749545546|poy|0.5507967226076085|seh|0.5507967226076085|xon|0.5507967226076085
khb|sus|0.5977103675888922|kdl|0.5905999270455053|lao|0.5818632943424134|xon|0.5781851045369102|knf|0.5781851045369102
khc|rug|0.503215306053671|lbb|0.503215306053671|rai|0.503215306053671|bzh|0.5008841952653731|mee|0.5
khd|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
khe|bpr|0.6647674803392539|tbl|0.6647674803392539|bps|0.6647674803392539|rug|0.6403864397382493|lbb|0.6403864397382493
khf|bss|0.5844934226920173|xon|0.5844934226920173|knf|0.5844934226920173|sus|0.5786055806051924|lao|0.5609149689203023
khg|suz|0.4784702299553051|cui|0.4763998740737302|kdc|0.4545332012603365|ziw|0.4545332012603365|ngp|0.4545332012603365
khh|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
khj|nin|0.697521125927899|mkl|0.656331172703642|lat|0.654461550080754|djk|0.6353836724703068|srn|0.6353836724703068
khk|xng|0.37231037441529014|quh|0.3541019446246719|ood|0.30724109802074884|som|0.30704084518444186|nhu|0.30704084518444186
khl|rro|0.4935410953244337|jic|0.416946092696141|agg|0.3780158432615527|nas|0.3763086245654197|xng|0.3732761605278543
khn|mjl|0.6253792044782058|kfx|0.6253792044782058|gbk|0.6253792044782058|bhd|0.6253792044782058|dgo|0.6253792044782058
kho|sdh|0.5720869765417191|djk|0.564094216848975|srn|0.564094216848975|srm|0.564094216848975|glk|0.5578698280974208
khp|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
khq|cme|0.6343469369302868|spp|0.5918689630528244|gng|0.5572830767310517|kdl|0.5378179452355587|knf|0.5315367662079016
khr|ory|0.4693130331400833|pan|0.4567199026579325|xnr|0.4380882975965965|tel|0.4356564995171267|kan|0.4356564995171267
khs|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kht|lao|0.7311720079609674|hlt|0.6354310441184385|cek|0.6354310441184385|lin|0.6090264253228321|kyq|0.5845886251094137
khu|kdc|0.5160560457941304|ziw|0.5160560457941304|ngp|0.5160560457941304|ruf|0.5160560457941304|cwe|0.5160560457941304
khv|mop|0.5986629185896859|lac|0.5986629185896859|caa|0.5789210732544634|knj|0.5789210732544634|udu|0.5453185372032743
khw|hns|0.6138296171962286|snd|0.590569758282192|pan|0.549481380605132|mjl|0.5346903384679523|kfx|0.5346903384679523
khx|seh|0.7463667751642249|nya|0.7463667751642249|djk|0.7128674137425874|srn|0.7128674137425874|srm|0.7128674137425874
khy|lin|0.7764385834168973|amk|0.7048327646991335|nnq|0.6849151491519113|kyq|0.680065302187054|bjv|0.680065302187054
khz|mpx|1.0|tgo|1.0|mox|1.0|tte|1.0|far|0.6655929948817372
kia|soy|0.7119941319924752|bba|0.6753780921852239|bus|0.666339176888668|bqc|0.6398032543064471|mkn|0.6320040461319367
kib|tam|0.4368282939179825|daa|0.41628104113700004|kik|0.3965429233840584|nhu|0.3965429233840584|wol|0.3920214046186211
kic|toc|0.6887289097543532|tos|0.6887289097543532|stp|0.6045751761141709|lid|0.6001492571168373|qxh|0.5996499825921116
kid|daa|0.5359318588404312|xng|0.53544094560246|agg|0.5254920318654768|yka|0.5212364096070796|ncu|0.5026526130870093
kie|zyp|0.6375208464252229|hlt|0.5830720755320671|cek|0.5830720755320671|agg|0.5787313602327495|yka|0.5694809971282778
kif|yka|0.5837225674716047|hns|0.566228068212959|rug|0.5550480881392419|lbb|0.5550480881392419|rai|0.5550480881392419
kig|sus|0.6086424850640497|knf|0.5884270705036002|dop|0.5851982298973264|kdl|0.5745437190927853|lao|0.5645583913361929
kih|bbb|0.6555253429569556|mcq|0.6555253429569556|mxq|0.6347975972770591|mco|0.6347975972770591|rug|0.6318925299787765
kii|agg|0.6387498075981108|bbb|0.6153480086131997|mcq|0.6153480086131997|nas|0.610856991956912|rro|0.5810395685333032
kij|mpx|1.0|tgo|1.0|mox|1.0|tte|1.0|far|0.6655929948817372
kil|djk|0.6293762884345757|srn|0.6293762884345757|srm|0.6293762884345757|poy|0.6153403927854197|seh|0.6153403927854197
kim|spy|0.3033439131419773|afr|0.2893535544867525|poy|0.28616683498390083|knf|0.28616683498390083|dop|0.2811585327925772
kin|lug|0.594630056478412|gux|0.5672413826152548|kde|0.5672413826152548|bzj|0.559881463357822|hau|0.5473556738634289
kio|rro|0.39298006728246515|kat|0.3848736423244996|jic|0.3749233194696403|zyp|0.366716573320923|ben|0.3610547351304527
kip|yka|0.5837225674716047|hns|0.566228068212959|rug|0.5550480881392419|lbb|0.5550480881392419|rai|0.5550480881392419
kiq|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kir|azj|0.47250928337817055|bos|0.4413112356163411|chv|0.4246956442378944|slv|0.39030445499688027|mkd|0.3716947743224275
kis|bzh|0.6688330136073756|mee|0.6559582607547386|met|0.6559582607547386|apr|0.6559582607547386|tbc|0.6559582607547386
kit|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kiu|zpu|0.6562022262628812|ztq|0.6562022262628812|zaa|0.6562022262628812|zpo|0.6562022262628812|zpz|0.6562022262628812
kiv|poy|0.7368559960216411|seh|0.7368559960216411|nya|0.7368559960216411|zga|0.7161184179322202|sxb|0.6921154357193063
kiw|agg|0.8564337068712936|bbb|0.7145179899500159|mcq|0.7145179899500159|byr|0.6655929948817372|geb|0.6480848812212519
kix|fil|0.5774837912324993|yka|0.574124243317157|zyp|0.5678473626049971|suz|0.5542996626196817|urt|0.5355778263093551
kiy|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kiz|zga|1.0|poy|0.7065383920365467|seh|0.7065383920365467|nya|0.7065383920365467|sxb|0.7009762377511881
kja|agg|0.859951303906898|bbb|0.719902607813796|mcq|0.719902607813796|byr|0.677470562931982|geb|0.6555253429569556
kjb|caa|1.0|knj|1.0|mop|0.7234402850233592|lac|0.7234402850233592|kek|0.5456289483429899
kjc|mqj|1.0|ptu|1.0|nnq|0.7436231326041003|sgb|0.7436231326041003|prf|0.7395336010992788
kjd|rro|0.5992136816578182|nas|0.5090958059876542|ood|0.49510273162885576|yka|0.46811571957074005|agg|0.450462243038939
kjg|tel|0.4396679836594003|kan|0.4396679836594003|tam|0.4304406661425646|fil|0.42555616802530283|mbc|0.40842800547482616
kjh|djk|0.4798009414295308|srn|0.4798009414295308|srm|0.4798009414295308|kdl|0.47189489487537994|tcs|0.4701538653672944
kji|rug|1.0|lbb|1.0|rai|1.0|bzh|0.805017770957863|bnp|0.766637259264179
kjj|mgh|0.47263316600475624|loz|0.47263316600475624|mop|0.4663268687887606|lac|0.4663268687887606|mdy|0.4526687541436496
kjk|mqj|1.0|ptu|1.0|nnq|0.7436231326041003|sgb|0.7436231326041003|prf|0.7395336010992788
kjl|yka|0.5837225674716047|hns|0.566228068212959|rug|0.5550480881392419|lbb|0.5550480881392419|rai|0.5550480881392419
kjm|lao|0.66732340220283|hlt|0.6127937655751154|cek|0.6127937655751154|lin|0.5838599283307955|hvn|0.5813649247605854
kjn|geb|0.4102636926787261|msy|0.4102636926787261|ata|0.4102636926787261|gai|0.4102636926787261|byr|0.40554691592871484
kjo|mjl|1.0|kfx|1.0|gbk|1.0|bhd|1.0|dgo|1.0
kjp|hlt|0.661663177540493|cek|0.661663177540493|suz|0.6205730628339219|lao|0.6077300514356396|ycn|0.6044690364590543
kjq|maz|0.3246150186881879|mdy|0.3224126736066836|kat|0.3139332643308741|ood|0.30922225031276374|jac|0.3065540080368643
kjr|amk|1.0|rug|0.7214424531492722|lbb|0.7214424531492722|rai|0.7214424531492722|urt|0.7128674137425872
kjs|kwd|0.5037745139841279|qvs|0.46520603818811435|inb|0.4528042134541317|qvn|0.4528042134541317|qvz|0.4528042134541317
kjt|hlt|0.661663177540493|cek|0.661663177540493|suz|0.6205730628339219|lao|0.6077300514356396|ycn|0.6044690364590543
kju|alp|0.6012425873052178|mxq|0.5992136816578182|heb|0.5992136816578182|mco|0.5992136816578182|bbb|0.575275121261098
