target_lang|closest_lang_0|asp_dist_0|closest_lang_1|asp_dist_1|closest_lang_2|asp_dist_2|closest_lang_3|asp_dist_3|closest_lang_4|asp_dist_4
kln|spy|0.7019787392834983|dop|0.6971788830652784|sus|0.6176024935879579|knf|0.5904349518345797|bem|0.5720869765417191
klo|nin|0.697521125927899|mkl|0.656331172703642|lat|0.654461550080754|atg|0.6353836724703068|srm|0.6353836724703068
klp|byr|1.0|geb|0.7532482855711504|msy|0.7532482855711504|ata|0.7532482855711504|gai|0.7532482855711504
klq|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
klr|suz|1.0|rug|0.6730410551194945|rai|0.6730410551194945|lbb|0.6730410551194945|zos|0.6320962004403109
kls|hns|0.6138296171962286|snd|0.590569758282192|pan|0.549481380605132|kfs|0.5346903384679523|mjl|0.5346903384679523
klt|nca|1.0|ded|1.0|mpp|1.0|iou|1.0|bmu|1.0
klu|bus|0.4589708318504859|bba|0.44484337865396395|soy|0.44337538013682376|bqp|0.435905783151025|tbz|0.435905783151025
klw|blz|1.0|rug|0.6091971184191154|rai|0.6091971184191154|lbb|0.6091971184191154|sgb|0.5938770699620313
klx|mox|1.0|tgo|1.0|mpx|1.0|tte|1.0|kwf|0.6655929948817372
kly|blz|1.0|rug|0.6091971184191154|rai|0.6091971184191154|lbb|0.6091971184191154|sgb|0.5938770699620313
klz|mcq|0.6647674803392539|bbb|0.6647674803392539|rug|0.6403864397382493|rai|0.6403864397382493|lbb|0.6403864397382493
kma|dop|0.577210202679635|wol|0.5714149908641358|kam|0.5653718883395535|mcp|0.5648648594097139|lug|0.5640942168489749
kmb|cwe|0.614818424963959|vid|0.614818424963959|ruf|0.614818424963959|ngp|0.614818424963959|ziw|0.614818424963959
kmc|lao|0.7540615309200258|cek|0.6127937655751154|hlt|0.6127937655751154|lin|0.5838599283307955|bjv|0.564094216848975
kmd|prf|1.0|kne|1.0|sgb|0.7395336010992788|ptu|0.7395336010992788|mqj|0.7395336010992788
kme|ncu|0.639313944808418|lin|0.6232519886957439|wmw|0.6127937655751154|mkn|0.6081734479693925|nnq|0.6045232325138642
kmf|ipi|1.0|med|1.0|boj|1.0|gam|1.0|kyc|1.0
kmg|nca|1.0|ded|1.0|mpp|1.0|iou|1.0|bmu|1.0
kmh|ipi|1.0|med|1.0|boj|1.0|gam|1.0|kyc|1.0
kmi|atg|0.7086393291817412|srm|0.6623081322588762|djk|0.6623081322588762|srn|0.6623081322588762|agn|0.6451903772596422
kmj|fil|0.6387498075981108|kfs|0.5808420396629043|mjl|0.5808420396629043|kfx|0.5808420396629043|bfz|0.5808420396629043
kmk|prf|1.0|kne|1.0|sgb|0.7395336010992788|ptu|0.7395336010992788|mqj|0.7395336010992788
kml|prf|1.0|kne|1.0|sgb|0.7395336010992788|ptu|0.7395336010992788|mqj|0.7395336010992788
kmm|cek|1.0|hlt|1.0|zyp|0.7315789722715857|heb|0.614230793560452|lao|0.6077300514356396
kmn|suz|0.6320962004403109|rug|0.6305043012483849|rai|0.6305043012483849|lbb|0.6305043012483849|mkn|0.5825398085829099
kmo|cbt|0.5299459920333169|tuf|0.4793159735519007|ign|0.4793159735519007|cab|0.4793159735519007|nhe|0.4603499508175981
kmp|atg|0.7362285035461595|nin|0.7282351841136199|lin|0.7274040254119776|bus|0.7009762377511881|bjv|0.6869080388553592
kmq|udu|0.6910524039381898|lac|0.6754896416955619|mop|0.6754896416955619|ncl|0.6692908375044728|rug|0.6611252557037263
kmr|zsm|0.47189489487537994|zty|0.448078714936997|zar|0.448078714936997|zpz|0.448078714936997|zam|0.448078714936997
kms|hto|0.6069375948471221|huv|0.5754087699806867|ncl|0.5678473626049971|wmw|0.5615357075436413|ndj|0.5615357075436413
kmt|agg|0.859951303906898|mcq|0.719902607813796|bbb|0.719902607813796|byr|0.677470562931982|geb|0.6555253429569556
kmv|gng|0.5795765806404545|hat|0.579166848321131|acf|0.579166848321131|fon|0.5745437190927853|ndj|0.562601254021788
kmw|bjv|0.5990485480843836|kyq|0.5990485480843836|lin|0.5753675189315375|mbh|0.5606219991048336|tbc|0.5606219991048336
kmx|agg|0.8564337068712936|mcq|0.7145179899500159|bbb|0.7145179899500159|byr|0.6655929948817372|geb|0.6480848812212519
kmy|atg|0.7362285035461595|nin|0.7282351841136199|lin|0.7274040254119776|bus|0.7009762377511881|bjv|0.6869080388553592
kmz|azj|0.5033506922607982|sdh|0.4960701484858365|srm|0.49363337778673|djk|0.49363337778673|srn|0.49363337778673
kna|iba|0.47876359039292027|knf|0.47323595677946906|gux|0.4656084666446445|kde|0.4656084666446445|zga|0.46461886574806643
knb|prf|1.0|kne|1.0|sgb|0.7395336010992788|ptu|0.7395336010992788|mqj|0.7395336010992788
knc|nnq|0.5673464013599395|guo|0.5474243791402549|rug|0.5435415542393571|rai|0.5435415542393571|lbb|0.5435415542393571
knd|fil|0.6642217132148803|kfs|0.5676104002868677|mjl|0.5676104002868677|kfx|0.5676104002868677|bfz|0.5676104002868677
kng|ndj|0.6993794308489218|rug|0.6973491990874436|rai|0.6973491990874436|lbb|0.6973491990874436|alp|0.6973491990874436
kni|nin|1.0|ikk|0.7344943534870945|atg|0.6642217132148803|ncu|0.6309898804344547|bjv|0.6270313259998863
knk|cme|0.6290252116160346|spp|0.6087370266078822|gng|0.5492842100971593|knf|0.5453559760496808|sus|0.5368369051388118
knl|zlm|0.7986148839838922|ptu|0.7877043849903433|mqj|0.7877043849903433|mco|0.7266744666323557|mxq|0.7266744666323557
knm|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
knn|mar|0.6434492758021301|kfs|0.5651634999994246|mjl|0.5651634999994246|kfx|0.5651634999994246|bfz|0.5651634999994246
kno|poy|0.7526697244461349|knf|0.7526697244461349|nya|0.7526697244461349|seh|0.7526697244461349|kdl|0.7221168296149547
knp|mcp|0.5223746335636295|lug|0.48560065634575633|gux|0.4853035536579866|kde|0.4853035536579866|sus|0.47794552025846715
knq|gng|0.6138296171962286|bba|0.6032648042875418|asm|0.6018387809256514|soy|0.5977103675888922|yor|0.5940705506232654
knr|stp|0.47124120141353865|ycn|0.46632686878876073|atb|0.4662532310482913|nhe|0.4566670800671804|qvs|0.4566670800671804
kns|gng|0.6138296171962286|bba|0.6032648042875418|asm|0.6018387809256514|soy|0.5977103675888922|yor|0.5940705506232654
knt|cbt|0.7554216999011223|kaq|0.7109992913602889|mcd|0.675489641695562|jiv|0.6647674803392539|cab|0.6555253429569556
knu|cme|0.6938683776149762|spp|0.6411323994123087|mkl|0.6118450941418094|soy|0.6046905172473471|bus|0.6018829464499866
knv|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
knw|wmw|0.3865944705299664|gng|0.38481796502012167|atb|0.38358834104811235|tca|0.380472244883613|nab|0.376255558768262
knx|zlm|0.7986148839838922|ptu|0.7877043849903433|mqj|0.7877043849903433|mco|0.7266744666323557|mxq|0.7266744666323557
kny|cwe|0.6559582607547386|vid|0.6559582607547386|ruf|0.6559582607547386|ngp|0.6559582607547386|ziw|0.6559582607547386
knz|poy|0.718248183788615|kdl|0.6892196165426862|knf|0.6788208443927899|nya|0.6788208443927899|seh|0.6788208443927899
koa|rug|1.0|rai|1.0|lbb|1.0|bzh|0.805017770957863|bnp|0.766637259264179
koc|mcp|0.5766966305589064|kdl|0.5710066229877084|kam|0.5667101317589407|sus|0.5520495309914157|knf|0.5334853865013378
kod|nfa|1.0|hvn|1.0|alp|0.7264446963482544|txq|0.6854634833284348|rgu|0.6854634833284348
koe|sus|0.6142777338450198|kdl|0.6077056294706134|knf|0.5917257408114269|kik|0.5792552106050292|kam|0.5734259182016392
kof|nya|0.6365070894901328|seh|0.6365070894901328|zga|0.6220768147561719|poy|0.6036376677737358|knf|0.6036376677737358
kog|snn|0.5637736507306697|sey|0.5559317756050395|kwi|0.5559317756050395|pir|0.5530825608858189|zlm|0.5471895772424636
koh|lin|0.6782775069793352|bjv|0.6119327015958174|kyq|0.6119327015958174|ipi|0.6097378626098335|med|0.6097378626098335
koi|mkn|0.35616581953803117|mkd|0.3394549138196943|zty|0.3329749783965825|zar|0.3329749783965825|zpz|0.3329749783965825
kol|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
koo|poy|0.666339176888668|nya|0.666339176888668|lug|0.666339176888668|seh|0.666339176888668|knf|0.630123680042141
kop|ipi|1.0|med|1.0|boj|1.0|gam|1.0|kyc|1.0
koq|lin|0.6232519886957439|sus|0.6176024935879579|knf|0.5904349518345797|yal|0.5855782983262525|zga|0.5780156930323286
kos|tnk|0.6902645444411599|tnn|0.6902645444411599|tnp|0.6902645444411599|lid|0.6429595824126948|kwf|0.6153480086131997
kot|xed|0.5903815032179289|mqb|0.5775195777792281|meq|0.5415793694434625|wmw|0.5222039446947573|ndj|0.5222039446947573
kou|soy|0.7119941319924752|bba|0.6753780921852239|bus|0.666339176888668|bqc|0.6398032543064471|mkn|0.6320040461319367
kov|kdl|1.0|poy|0.66424446056555|knf|0.66424446056555|nya|0.66424446056555|seh|0.66424446056555
kow|atg|0.7362285035461595|nin|0.7282351841136199|lin|0.7274040254119776|bus|0.7009762377511881|bjv|0.6869080388553592
koy|dgr|1.0|gwi|1.0|hye|0.49604718250805735|maz|0.43941405557372015|nas|0.3870339435077389
koz|ipi|1.0|med|1.0|boj|1.0|gam|1.0|kyc|1.0
kpa|nya|0.6365070894901328|seh|0.6365070894901328|zga|0.6220768147561719|poy|0.6036376677737358|knf|0.6036376677737358
kpb|tam|0.6697296761432547|kfs|0.590409937859957|mjl|0.590409937859957|kfx|0.590409937859957|bfz|0.590409937859957
kpc|suz|0.5615357075436413|tna|0.523705678410199|cui|0.518536447219496|cbt|0.5102331518009416|chz|0.5064965711423002
kpd|alp|1.0|txq|0.7592124542932086|rgu|0.7592124542932086|lex|0.7592124542932086|kje|0.7592124542932086
kpf|nca|1.0|ded|1.0|mpp|1.0|iou|1.0|bmu|1.0
kpg|rro|0.590334470601733|tbl|0.5232623753901061|bpr|0.5232623753901061|bps|0.5232623753901061|nfa|0.5077173593364195
kph|mkl|0.6622892555683525|soy|0.6296488694589728|yre|0.5966682701239296|gng|0.5902253804191258|bba|0.5840092517494946
kpi|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kpj|bao|0.4425561617004026|myy|0.4425561617004026|tav|0.4337999010429111|sri|0.4319020928479822|tue|0.4319020928479822
kpk|bus|0.5434679164570662|bqp|0.5309703725386524|bqc|0.5196685157329991|mkl|0.5131908990077292|fon|0.5131908990077292
kpl|bjv|0.6441738187456589|kyq|0.6441738187456589|cwe|0.6163592200667182|vid|0.6163592200667182|ruf|0.6163592200667182
kpm|lao|0.6032399742436428|bjv|0.5497167670296068|kyq|0.5497167670296068|suz|0.5335535958111826|cek|0.5335535958111826
kpn|yad|0.7808976238454229|kyz|0.697893126536434|sey|0.697893126536434|urb|0.697893126536434|gyr|0.6497521920537794
kpo|soy|0.7844819369049643|bus|0.7805564133817492|bba|0.7494492897554039|mkl|0.7468166888933647|bqp|0.7248206957096911
kpq|ipi|1.0|med|1.0|boj|1.0|gam|1.0|kyc|1.0
kpr|bjz|0.5085119739576986|ndj|0.49418874620207076|toi|0.4912219604283291|atg|0.4837653997008171|sus|0.48126507398092266
kps|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kpt|mdy|0.4207395826685836|mgh|0.4033341108001369|loz|0.4033341108001369|jac|0.35643103959053535|pes|0.3504060235074893
kpu|mcq|0.6647674803392539|bbb|0.6647674803392539|rug|0.6403864397382493|rai|0.6403864397382493|lbb|0.6403864397382493
kpv|mkn|0.35616581953803117|mkd|0.3394549138196943|zty|0.3329749783965825|zar|0.3329749783965825|zpz|0.3329749783965825
kpw|ipi|1.0|med|1.0|boj|1.0|gam|1.0|kyc|1.0
kpx|mcq|1.0|bbb|1.0|agg|0.6826574975798749|byr|0.677470562931982|geb|0.6555253429569556
kpy|rro|0.44716742555491307|nas|0.3763086245654197|ncj|0.3582208440416873|jic|0.3578489625541664|ell|0.3513489865095052
kpz|daa|0.49868285188455364|yka|0.47604047826218154|agg|0.43069887938611884|tam|0.4228525535409501|byr|0.4199345994335033
kqa|ipi|1.0|med|1.0|boj|1.0|gam|1.0|kyc|1.0
kqb|nca|1.0|ded|1.0|mpp|1.0|iou|1.0|bmu|1.0
kqc|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kqd|heb|0.5403540870909638|tgk|0.5244549537089511|tbl|0.5203983356009336|bpr|0.5203983356009336|bps|0.5203983356009336
kqe|sgb|0.7101717605328106|tbl|0.6998097420238862|bpr|0.6998097420238862|mbt|0.6998097420238862|bps|0.6998097420238862
kqf|mox|1.0|tgo|1.0|mpx|1.0|tte|1.0|kwf|0.6655929948817372
kqg|kdl|0.7030741940122558|poy|0.6346347627642952|spp|0.6297816940905168|sus|0.6223572935391231|ikk|0.607004961642168
kqi|mcq|1.0|bbb|1.0|agg|0.6826574975798749|byr|0.677470562931982|geb|0.6555253429569556
kqj|agg|0.7491711561066468|byr|0.6655929948817372|mcq|0.6480848812212519|bbb|0.6480848812212519|geb|0.6480848812212519
kqk|fon|0.617602493587958|bqp|0.5790919981425028|gng|0.573882443035608|yor|0.5564680478984636|tbz|0.551627206474764
kql|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kqm|kdl|0.7030741940122558|poy|0.6346347627642952|spp|0.6297816940905168|sus|0.6223572935391231|ikk|0.607004961642168
kqn|cwe|0.6559582607547386|vid|0.6559582607547386|ruf|0.6559582607547386|ngp|0.6559582607547386|ziw|0.6559582607547386
kqo|bus|0.6838333862017877|soy|0.65217549286729|bba|0.6510390458406804|bqp|0.6338898907024431|bqc|0.6182144470968274
kqp|rug|0.7062821075265902|rai|0.7062821075265902|lbb|0.7062821075265902|ptu|0.6849151491519113|mqj|0.6849151491519113
kqq|mbj|0.5566965629739098|txu|0.540171813112097|soy|0.5301554817509182|bqc|0.5286226180700451|bus|0.5238068702861138
kqr|udu|0.6292863483241349|mbt|0.617409011392568|mbb|0.617409011392568|cgc|0.617409011392568|obo|0.617409011392568
kqs|cme|0.8072659411925562|gng|0.643509182675944|spp|0.6382721439706839|knf|0.6381617914018753|sus|0.6266729816578811
kqt|ptu|0.8174451090061716|mqj|0.8174451090061716|urt|0.7647633030432935|nnq|0.7395336010992788|rug|0.6973491990874436
kqu|mcq|0.675489641695562|bbb|0.675489641695562|rug|0.650198287718957|rai|0.650198287718957|lbb|0.650198287718957
kqv|ptu|0.8174451090061716|mqj|0.8174451090061716|urt|0.7647633030432935|nnq|0.7395336010992788|rug|0.6973491990874436
kqw|rug|1.0|rai|1.0|lbb|1.0|bzh|0.805017770957863|bnp|0.766637259264179
kqx|alp|0.6545452182480774|mco|0.6387498075981108|mxq|0.6387498075981108|udu|0.6338898907024431|bjv|0.6271410026453255
kqy|wol|0.45554844210688095|udu|0.4369705811646718|tee|0.4227473306141647|hau|0.401873803861986|kam|0.4012524553395883
kqz|mcq|0.675489641695562|bbb|0.675489641695562|alp|0.650198287718957|zlm|0.6189861617813246|rug|0.6012425873052178
kra|hns|1.0|ory|0.5830585999922981|kfs|0.5207082347633804|mjl|0.5207082347633804|kfx|0.5207082347633804
krb|alp|0.7434058970022397|mco|0.6692908375044728|mxq|0.6692908375044728|txq|0.6527023680576738|rgu|0.6527023680576738
krc|agn|0.5610031968200675|srm|0.5486940640684121|djk|0.5486940640684121|srn|0.5486940640684121|tpi|0.5367532564542541
krd|txq|1.0|rgu|1.0|lex|1.0|kje|1.0|llg|1.0
kre|yad|0.7234402850233592|kyz|0.6555253429569554|sey|0.6555253429569554|urb|0.6555253429569554|pir|0.6497521920537794
krf|tgp|1.0|klv|1.0|lww|1.0|upv|1.0|txq|0.6989601825627263
krh|kdl|1.0|poy|0.66424446056555|knf|0.66424446056555|nya|0.66424446056555|seh|0.66424446056555
kri|kea|0.5529648317962137|gng|0.5529648317962137|mkl|0.5491660172134946|fon|0.5491660172134946|yre|0.5401188197822429
krj|tbl|0.8027467759783701|bpr|0.8027467759783701|mbt|0.8027467759783701|bps|0.8027467759783701|mbb|0.8027467759783701
krk|snp|0.4500594480824288|awb|0.4500594480824288|tbg|0.4500594480824288|kmu|0.4500594480824288|agd|0.4500594480824288
krl|ekk|0.43779008324116087|fin|0.3827766887550387|hye|0.37240492921412605|rro|0.3690101195655453|chv|0.35655501395866995
krn|bus|0.6838333862017877|soy|0.65217549286729|bba|0.6510390458406804|bqp|0.6338898907024431|bqc|0.6182144470968274
krp|atg|0.6869080388553592|lin|0.6741108996135164|nnq|0.6519034125799537|nin|0.6437655526623892|ikk|0.6437655526623892
krr|bjv|0.6674840570376195|kyq|0.6674840570376195|suz|0.6438817484970136|cek|0.6438817484970136|hlt|0.6438817484970136
krs|zsm|0.5966682701239296|ind|0.5902253804191258|ncu|0.5715282061677147|ndj|0.5561258441550855|swh|0.554901648921893
krt|ncu|0.722135186281276|zlm|0.6971996258347313|luo|0.6782775069793348|nin|0.66732340220283|lin|0.6666666666666667
kru|bgc|0.41874996139979004|hns|0.3870339435077389|suz|0.38668360616555497|kfs|0.3701490353542778|mjl|0.3701490353542778
krv|bjv|0.6674840570376195|kyq|0.6674840570376195|suz|0.6438817484970136|cek|0.6438817484970136|hlt|0.6438817484970136
krw|bus|0.6838333862017877|soy|0.65217549286729|bba|0.6510390458406804|bqp|0.6338898907024431|bqc|0.6182144470968274
krx|knf|1.0|nya|0.7264446963482544|seh|0.7264446963482544|sus|0.7119941319924752|poy|0.6832943320324429
kry|hye|0.41443988808323506|dgr|0.37648182334277835|gwi|0.37648182334277835|maz|0.3722745807442044|kat|0.35064863483838427
krz|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
ksb|cwe|1.0|vid|1.0|ruf|1.0|ngp|1.0|ziw|1.0
ksc|prf|1.0|kne|1.0|sgb|0.7395336010992788|ptu|0.7395336010992788|mqj|0.7395336010992788
ksd|rug|1.0|rai|1.0|lbb|1.0|bzh|0.805017770957863|bnp|0.766637259264179
kse|mox|1.0|tgo|1.0|mpx|1.0|tte|1.0|kwf|0.6655929948817372
ksf|mcp|0.663577005900301|sus|0.6271410026453255|kdl|0.6159816200446623|lug|0.6127788380105946|cme|0.600245550786388
ksg|rug|1.0|rai|1.0|lbb|1.0|bzh|0.805017770957863|bnp|0.766637259264179
ksh|srm|0.6869080388553592|djk|0.6869080388553592|srn|0.6869080388553592|lug|0.6753780921852239|tpi|0.6680994945305805
ksi|lin|0.458812923324857|atg|0.4553588766204594|ipi|0.4380003507100809|med|0.4380003507100809|boj|0.4380003507100809
ksj|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
ksk|mih|0.5407978360650779|mie|0.5407978360650779|mio|0.5407978360650779|azg|0.5407978360650779|mit|0.5407978360650779
ksl|bzh|1.0|rug|0.805017770957863|rai|0.805017770957863|lbb|0.805017770957863|mbh|0.7951672353008665
ksm|atg|0.7362285035461595|nin|0.7282351841136199|lin|0.7274040254119776|bus|0.7009762377511881|bjv|0.6869080388553592
ksn|sgb|0.7101717605328106|tbl|0.6998097420238862|bpr|0.6998097420238862|mbt|0.6998097420238862|bps|0.6998097420238862
ksp|bjv|1.0|kyq|1.0|lin|0.6555457792497269|rug|0.6545452182480774|rai|0.6545452182480774
ksq|nya|0.6365070894901328|seh|0.6365070894901328|zga|0.6220768147561719|poy|0.6036376677737358|knf|0.6036376677737358
kss|ptu|0.680065302187054|mqj|0.680065302187054|nnq|0.680065302187054|bjv|0.6674840570376195|kyq|0.6674840570376195
kst|spp|0.6610145800584122|mkl|0.6432182836356239|cme|0.6343469369302868|kdl|0.605238116360596|soy|0.5916838439132623
ksu|lao|0.7311720079609674|cek|0.6354310441184385|hlt|0.6354310441184385|lin|0.6090264253228321|bjv|0.5845886251094137
ksv|lin|0.6741108996135164|bjv|0.6438817484970136|kyq|0.6438817484970136|amk|0.6238387243042165|nnq|0.6087945704219361
ksw|daa|0.4504066898830722|zyp|0.4338417127007691|lao|0.40301331597932166|pan|0.40156148959218296|cek|0.4001967368254724
ksx|nfa|1.0|hvn|1.0|alp|0.7264446963482544|txq|0.6854634833284348|rgu|0.6854634833284348
ksy|rug|0.6223572935391231|rai|0.6223572935391231|lbb|0.6223572935391231|suz|0.6127937655751154|bnp|0.6020774333518305
ksz|mkn|0.6320040461319367|rug|0.6081734479693928|rai|0.6081734479693928|lbb|0.6081734479693928|ptu|0.5911385805365199
kta|bjv|0.6674840570376195|kyq|0.6674840570376195|suz|0.6438817484970136|cek|0.6438817484970136|hlt|0.6438817484970136
ktb|cme|0.435905783151025|wol|0.4255325590171388|lug|0.4220574144372843|gux|0.4207471288156748|udu|0.4129877739555493
ktc|nya|0.6365070894901328|seh|0.6365070894901328|zga|0.6220768147561719|poy|0.6036376677737358|knf|0.6036376677737358
