/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1440.wav	E: Euh, quels sont vos, vos loisirs?
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1441.wav	AB: Alors, oh là là, ce que j'aime bien faire.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1442.wav	AB: Bon, ben, je suis toujours restée, euh, très active en comptabilité.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1443.wav	AB: Où je peux faire des mandats ici à la maison.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1444.wav	AB: J'aime beaucoup l'extérieur, le jardin, les fleurs, la musique,
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1445.wav	AB: les travaux manuels. Je suis très bricoleuse.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1446.wav	AB: Alors vraiment j'ai beaucoup de plaisir à, à travailler aussi de mes doigts.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1447.wav	E: Oui. Vous, euh, vous pouvez me raconter un peu de, de ce que vous faites? Fin, les genres de musique que vous aimez ou.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1448.wav	AB: Alors, ben, j'ai, j'ai eu la chance de jouer du piano.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1449.wav	AB: Je joue du, je jouais du piano. Maintenant j'ai hérité de ma belle-mère
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1450.wav	AB: un harmonium. Donc je joue de l'harmonium.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1451.wav	AB: J'ai eu la chance de euh, d'être familiarisée aussi avec les classiques.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1452.wav	AB: J'ai fait partie d'un ch?ur mixte. J'aimais beaucoup chanter aussi.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1453.wav	AB: Et puis, puis ben voilà. Ben, j'ai élevé mes deux enfants.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1454.wav	AB: Les deux aiment aussi la musique.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1455.wav	AB: Npers maintenant continue.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1456.wav	AB: Ma fille a, non, elle elle a pas continué.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1457.wav	AB: Mon mari, alors lui aime aussi la musique. Il a jamais eu l'opportunité d'apprendre.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1458.wav	AB: Mais il est autodidacte. Alors il joue, de l'accordéon.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1459.wav	AB: Il joue du cornet. Il joue de l'alto.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1460.wav	AB: Il joue de la flûte douce. Il, parfois il joue presque.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1461.wav	AB: du cor des Alpes. Il s'est acheté un cor des Alpes mais disons il joue tout d'oreille. Il a pas, euh,
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1462.wav	AB: Il a malheureusement pas pu prendre de cours et apprendre, la musique comme,
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1463.wav	AB: comme moi ou comme nos enfants.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1464.wav	E: Euh, est-ce que vous aimez voyager?
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1465.wav	AB: Alors, moi pas trop, non.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1466.wav	AB: J'aime bien rester chez moi (rires).
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1467.wav	AB: On avait pas l'opportunité quand on était jeune.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1468.wav	AB: On avait pas les moyens parce que c'était tout pour la maison.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1469.wav	AB: Et puis, ben, mon mari n'aime pas trop le monde euh.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1470.wav	AB: Moi, j'aime pas aller en avion. On aime.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1471.wav	AB: Il aime pas les, les plages. Alors on est très heureux. à la maison.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1472.wav	E: Moi aussi (rires).
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1473.wav	AB: Et puis maintenant avec tout ce qu'on voit et ce qu'on entend ça fait pas très plaisir non plus d'aller, trop.
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1474.wav	E: Qu'est-ce vous y pensez de, de ce qui se passe aujourd'hui?
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1475.wav	AB: Ben, moi je pense que c'est pas pire qu'avant seulement on a une information qui est tellement rapide maintenant que
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1476.wav	AB: Ben, moi je pense que c'est pas pire qu'avant seulement on a
/resources/speech/corpora/PFC_french/v1_single_utterances/svaab1/svaab1g_1477.wav	AB: une information qui est tellement rapide maintenant que
