/resources/asr-data/voxpopuli/transcribed_data/fr/2015/20150312-0900-PLENARY-12-fr_20150312-13:00:27_0.ogg,124758
/resources/asr-data/voxpopuli/transcribed_data/fr/2015/20150312-0900-PLENARY-12-fr_20150312-13:00:27_1.ogg,124758
/resources/asr-data/voxpopuli/transcribed_data/fr/2015/20150312-0900-PLENARY-12-fr_20150312-13:00:27_2.ogg,124758
/resources/asr-data/voxpopuli/transcribed_data/fr/2015/20150312-0900-PLENARY-12-fr_20150312-13:00:27_3.ogg,124758
/resources/asr-data/voxpopuli/transcribed_data/fr/2015/20150312-0900-PLENARY-12-fr_20150312-13:00:27_4.ogg,124758
/resources/asr-data/voxpopuli/transcribed_data/fr/2013/20131121-0900-PLENARY-16-fr_20131121-15:42:54_0.ogg,96737
/resources/asr-data/voxpopuli/transcribed_data/fr/2013/20131121-0900-PLENARY-16-fr_20131121-15:42:54_1.ogg,96737
/resources/asr-data/voxpopuli/transcribed_data/fr/2013/20131121-0900-PLENARY-16-fr_20131121-15:42:54_2.ogg,96737
/resources/asr-data/voxpopuli/transcribed_data/fr/2013/20131121-0900-PLENARY-16-fr_20131121-15:42:54_3.ogg,96737
/resources/asr-data/voxpopuli/transcribed_data/fr/2013/20131121-0900-PLENARY-16-fr_20131121-15:42:54_4.ogg,96737
/resources/asr-data/voxpopuli/transcribed_data/fr/2013/20131121-0900-PLENARY-16-fr_20131121-15:42:54_6.ogg,96737
/resources/asr-data/voxpopuli/transcribed_data/fr/2013/20131121-0900-PLENARY-16-fr_20131121-15:42:54_7.ogg,96737
/resources/asr-data/voxpopuli/transcribed_data/fr/2013/20131121-0900-PLENARY-16-fr_20131121-15:42:54_8.ogg,96737
/resources/asr-data/voxpopuli/transcribed_data/fr/2018/20180705-0900-PLENARY-fr_20180705-09:14:45_2.ogg,193292
/resources/asr-data/voxpopuli/transcribed_data/fr/2018/20180705-0900-PLENARY-fr_20180705-09:14:45_4.ogg,193292
/resources/asr-data/voxpopuli/transcribed_data/fr/2018/20180705-0900-PLENARY-fr_20180705-09:14:45_6.ogg,193292
/resources/asr-data/voxpopuli/transcribed_data/fr/2018/20180705-0900-PLENARY-fr_20180705-09:14:45_7.ogg,193292
/resources/asr-data/voxpopuli/transcribed_data/fr/2018/20180705-0900-PLENARY-fr_20180705-09:14:45_8.ogg,193292
/resources/asr-data/voxpopuli/transcribed_data/fr/2018/20180705-0900-PLENARY-fr_20180705-09:14:45_9.ogg,193292
/resources/asr-data/voxpopuli/transcribed_data/fr/2018/20180705-0900-PLENARY-fr_20180705-09:14:45_10.ogg,193292
/resources/asr-data/voxpopuli/transcribed_data/fr/2017/20170314-0900-PLENARY-9-fr_20170314-15:52:20_0.ogg,101580
/resources/asr-data/voxpopuli/transcribed_data/fr/2017/20170314-0900-PLENARY-9-fr_20170314-15:52:20_7.ogg,101580
/resources/asr-data/voxpopuli/transcribed_data/fr/2018/20180313-0900-PLENARY-4-fr_20180313-10:48:41_3.ogg,24942
